,A,Z,mass_theory,mass_practice,excess,binding energy,beta decay,mass
431,45,21,41863.2,41865.4,-41.0712,387.851,-2.06205,41865.4
432,45,22,41865.8,41867.0,-39.0091,385.007,-7.12857,41867.0
433,45,23,41872.5,41873.6,-31.8805,377.096,-12.3658,41873.6
434,45,24,41883.9,41885.5,-19.5148,363.948,-14.382,41885.5
435,45,25,41898.6,41899.4,-5.133,348.784,-18.564,41899.4
436,45,26,41916.9,41917.4,13.431,329.437,0.0,41917.4
437,45,27,41938.2,,,,,41938.19921875
438,46,12,42943.7,,,,,42943.69921875
439,46,13,42918.3,,,,,42918.30078125
440,46,14,42883.9,,,,,42883.8984375
441,46,15,42865.9,42863.9,22.784,336.761,22.747,42863.9
442,46,16,42842.3,42840.6,0.037,358.726,13.848,42840.6
443,46,17,42827.4,42826.2,-13.8103,371.791,15.9204,42826.2
444,46,18,42810.6,42809.8,-29.7308,386.929,5.68316,42809.8
445,46,19,42803.3,42803.6,-35.4139,391.83,7.72447,42803.6
446,46,20,42793.8,42795.4,-43.1384,398.772,-1.3779,42795.4
447,46,21,42794.2,42796.3,-41.7605,396.612,2.3665,42796.3
448,46,22,42792.4,42793.4,-44.127,398.196,-7.05239,42793.4
449,46,23,42800.6,42799.9,-37.0746,390.361,-7.60107,42799.9
450,46,24,42806.4,42807.0,-29.4735,381.978,-16.516,42807.0
451,46,25,42822.2,42823.0,-12.957,364.679,-13.544,42823.0
452,46,26,42835.5,42836.1,0.587,350.353,0.0,42836.1
453,46,27,42858.3,,,,,42858.30078125
454,46,28,42879.2,,,,,42879.19921875
455,47,12,43889.6,,,,,43889.6015625
456,47,13,43858.3,,,,,43858.30078125
457,47,14,43828.3,,,,,43828.30078125
458,47,15,43801.7,43801.8,29.24,338.377,21.834,43801.8
459,47,16,43781.3,43779.5,7.405,359.429,17.503,43779.5
460,47,17,43762.9,43761.4,-10.097,376.149,15.114,43761.4
461,47,18,43747.0,43745.8,-25.211,390.481,10.501,43745.8
462,47,19,43735.1,43734.8,-35.712,400.199,6.63148,43734.8
463,47,20,43727.0,43727.7,-42.3435,406.048,1.99218,43727.7
464,47,21,43723.1,43725.2,-44.3356,407.258,0.60077,43725.2
465,47,22,43723.1,43724.1,-44.9364,407.077,-2.9306,43724.1
466,47,23,43726.1,43726.5,-42.0058,403.364,-7.44491,43726.5
467,47,24,43733.3,43733.4,-34.5609,395.136,-11.9954,43733.4
468,47,25,43744.3,43744.9,-22.5654,382.359,-14.974,43744.9
469,47,26,43758.8,43759.4,-7.592,366.603,-17.438,43759.4
470,47,27,43776.0,43776.3,9.846,348.383,0.0,43776.3
471,47,28,43798.2,,,,,43798.19921875
472,48,13,44800.9,,,,,44800.8984375
473,48,14,44767.2,,,,,44767.19921875
474,48,15,44743.9,,,,,44743.8984375
475,48,16,44717.6,44716.3,12.761,362.145,16.823,44716.3
476,48,17,44701.0,44699.0,-4.061,378.184,18.378,44699.0
477,48,18,44681.3,44680.1,-22.44,395.781,9.845,44680.1
478,48,19,44670.4,44669.7,-32.2845,404.843,11.9403,44669.7
479,48,20,44657.7,44657.3,-44.2248,416.001,0.278661,44657.3
480,48,21,44655.3,44656.5,-44.5034,415.497,3.98831,44656.5
481,48,22,44650.6,44652.0,-48.4917,418.703,-4.01497,44652.0
482,48,23,44654.4,44655.5,-44.4768,413.906,-1.65511,44655.5
483,48,24,44657.0,44656.7,-42.8217,411.469,-13.4982,44656.7
484,48,25,44668.9,44669.6,-29.3234,397.188,-10.908,44669.6
485,48,26,44679.5,44680.0,-18.416,385.498,-19.282,44680.0
486,48,27,44698.2,44698.8,0.866,365.434,-15.61,44698.8
487,48,28,44715.0,44713.9,16.477,349.041,0.0,44713.9
488,48,29,44741.9,,,,,44741.8984375
489,49,13,45741.6,,,,,45741.6015625
490,49,14,45709.3,,,,,45709.30078125
491,49,15,45682.2,,,,,45682.19921875
492,49,16,45657.3,45656.2,21.203,361.774,20.057,45656.2
493,49,17,45637.2,45635.7,1.146,381.049,18.006,45635.7
494,49,18,45619.1,45617.2,-16.86,398.272,12.751,45617.2
495,49,19,45604.7,45603.9,-29.6115,410.241,11.6884,45603.9
496,49,20,45592.7,45591.7,-41.2999,421.148,5.26118,45591.7
497,49,21,45585.6,45585.9,-46.5611,425.626,2.00174,45585.9
498,49,22,45581.9,45583.4,-48.5628,426.846,-0.601856,45583.4
499,49,23,45582.6,45583.5,-47.961,425.462,-2.62826,45583.5
500,49,24,45584.7,45585.6,-45.3327,422.051,-7.69595,45585.6
501,49,25,45591.9,45592.8,-37.6367,413.573,-12.886,45592.8
502,49,26,45604.9,45605.2,-24.7507,399.904,-14.42,45605.2
503,49,27,45618.2,45619.1,-10.33,384.701,-17.503,45619.1
504,49,28,45636.8,45636.1,7.173,366.416,0.0,45636.1
505,49,29,45658.1,,,,,45658.1015625
506,50,13,46683.2,,,,,46683.19921875
507,50,14,46648.6,,,,,46648.6015625
508,50,15,46623.6,,,,,46623.6015625
509,50,16,46594.2,,,,,46594.19921875
510,50,17,46575.9,46574.5,8.43,381.836,21.35,46574.5
511,50,18,46554.0,46552.6,-12.92,402.404,12.808,46552.6
512,50,19,46541.5,46539.3,-25.7278,414.429,13.8614,46539.3
513,50,20,46525.8,46524.9,-39.5892,427.508,4.95829,46524.9
514,50,21,46519.5,46519.4,-44.5475,431.684,6.88317,46519.4
515,50,22,46511.2,46512.1,-51.4307,437.785,-2.20682,46512.1
516,50,23,46512.5,46513.8,-49.2239,434.796,1.03785,46513.8
517,50,24,46511.9,46512.2,-50.2617,435.051,-7.63448,46512.2
518,50,25,46519.2,46519.3,-42.6272,426.634,-8.1386,46519.3
519,50,26,46526.8,46527.0,-34.4886,417.713,-16.706,46527.0
520,50,27,46542.2,46543.2,-17.782,400.225,-12.883,46543.2
521,50,28,46555.8,46555.5,-4.9,386.56,0.0,46555.5
522,50,29,46579.1,,,,,46579.1015625
523,51,13,47623.4,,,,,47623.3984375
524,51,14,47591.0,,,,,47591.0
525,51,15,47562.9,,,,,47562.8984375
526,51,16,47535.7,,,,,47535.69921875
527,51,17,47512.8,47512.0,14.475,383.862,20.344,47512.0
528,51,18,47492.5,47491.1,-5.868,403.423,16.648,47491.1
529,51,19,47476.7,47474.0,-22.516,419.289,13.8225,47474.0
530,51,20,47462.4,47459.7,-36.3385,432.329,6.89028,47459.7
531,51,21,47452.1,47452.3,-43.2288,438.437,6.50304,47452.3
532,51,22,47444.6,47445.2,-49.7319,444.157,2.47183,47445.2
533,51,23,47441.6,47442.3,-52.2037,445.847,-0.75263,47442.3
534,51,24,47441.2,47442.5,-51.4511,444.312,-3.20756,47442.5
535,51,25,47444.3,47445.2,-48.2435,440.322,-8.04116,47445.2
536,51,26,47452.1,47452.7,-40.2023,431.498,-12.8602,47452.7
537,51,27,47463.8,47465.1,-27.3421,417.856,-14.404,47465.1
538,51,28,47479.5,47479.0,-12.938,402.669,0.0,47479.0
539,51,29,47497.4,,,,,47497.3984375
540,51,30,47520.0,,,,,47520.0
541,52,14,48529.7,,,,,48529.69921875
542,52,15,48503.8,,,,,48503.80078125
543,52,16,48474.0,,,,,48474.0
544,52,17,48452.6,,,,,48452.6015625
545,52,18,48428.2,48427.5,-0.969,406.595,15.575,48427.5
546,52,19,48414.2,48411.5,-16.543,421.387,17.72,48411.5
547,52,20,48396.4,48393.2,-34.263,438.325,5.9035,48393.2
548,52,21,48387.6,48386.8,-40.1665,443.446,9.30234,48386.8
549,52,22,48376.3,48377.0,-49.4688,451.966,1.97477,48377.0
550,52,23,48373.8,48374.5,-51.4436,453.158,3.97448,48374.5
551,52,24,48369.1,48370.0,-55.4181,456.35,-4.71123,48370.0
552,52,25,48373.5,48374.2,-50.7069,450.857,-2.37456,48374.2
553,52,26,48376.1,48376.1,-48.3323,447.7,-14.342,48376.1
554,52,27,48388.9,48389.9,-33.99,432.575,-10.517,48389.9
555,52,28,48399.9,48399.9,-23.474,421.277,-20.409,48399.9
556,52,29,48420.1,48419.9,-3.065,400.085,0.0,48419.9
557,52,30,48437.6,,,,,48437.6015625
558,53,14,49471.5,,,,,49471.5
559,53,15,49443.2,,,,,49443.19921875
560,53,16,49414.9,,,,,49414.8984375
561,53,17,49390.7,,,,,49390.69921875
562,53,18,49367.6,49366.8,6.791,406.907,18.472,49366.8
563,53,19,49350.0,49347.8,-11.681,424.596,16.776,49347.8
564,53,20,49333.6,49330.5,-28.457,440.59,9.65,49330.5
565,53,21,49321.6,49320.4,-38.1074,449.458,8.72257,49320.4
566,53,22,49311.4,49311.1,-46.83,457.398,5.02,49311.1
567,53,23,49305.2,49305.6,-51.85,461.636,3.4359,49305.6
568,53,24,49301.0,49301.7,-55.2859,464.289,-0.596849,49301.7
569,53,25,49301.0,49301.8,-54.689,462.91,-3.74231,49301.8
570,53,26,49304.0,49305.0,-50.9467,458.386,-8.28811,49305.0
571,53,27,49311.6,49312.8,-42.6586,449.315,-13.0278,49312.8
572,53,28,49324.5,49325.3,-29.6308,435.505,-15.277,49325.3
573,53,29,49340.1,49340.1,-14.354,419.446,0.0,49340.1
574,53,30,49360.1,,,,,49360.1015625
575,53,31,49381.3,,,,,49381.30078125
576,54,14,50411.3,,,,,50411.30078125
577,54,15,50384.1,,,,,50384.1015625
578,54,16,50353.3,,,,,50353.30078125
579,54,17,50330.7,,,,,50330.69921875
580,54,18,50304.4,,,,,50304.3984375
581,54,19,50288.3,50286.0,-5.002,425.989,19.776,50286.0
582,54,20,50268.0,50265.7,-24.778,444.982,8.821,50265.7
583,54,21,50257.9,50256.4,-33.599,453.021,11.9981,50256.4
584,54,22,50243.9,50243.9,-45.5971,464.237,4.29505,50243.9
585,54,23,50239.2,50239.1,-49.8921,467.749,7.04159,50239.1
586,54,24,50231.0,50231.5,-56.9337,474.009,-1.37717,50231.5
587,54,25,50231.8,50232.4,-55.5565,471.849,0.697343,50232.4
588,54,26,50230.3,50231.2,-56.2539,471.764,-8.24455,50231.2
589,54,27,50238.7,50238.9,-48.0093,462.737,-8.7864,50238.9
590,54,28,50246.0,50247.2,-39.2229,453.168,-17.482,50247.2
591,54,29,50263.9,50264.2,-21.741,434.904,-14.325,50264.2
592,54,30,50278.7,50278.0,-7.416,419.797,0.0,50278.0
593,54,31,50302.5,,,,,50302.5
594,55,15,51323.4,,,,,51323.3984375
595,55,16,51294.6,,,,,51294.6015625
596,55,17,51269.4,,,,,51269.3984375
597,55,18,51243.2,,,,,51243.19921875
598,55,19,51225.0,51223.2,0.708,428.35,19.058,51223.2
599,55,20,51205.7,51203.6,-18.35,446.626,11.626,51203.6
600,55,21,51192.3,51191.5,-29.9765,457.47,11.691,51191.5
601,55,22,51179.8,51179.3,-41.6675,468.378,7.47609,51179.3
602,55,23,51171.2,51171.3,-49.1436,475.072,5.96502,51171.3
603,55,24,51164.8,51164.8,-55.1086,480.255,2.60308,51164.8
604,55,25,51161.7,51161.7,-57.7117,482.076,-0.231088,51161.7
605,55,26,51160.8,51161.4,-57.4806,481.062,-3.45138,51161.4
606,55,27,51163.5,51164.4,-54.0293,476.828,-8.69403,51164.4
607,55,28,51171.5,51172.6,-45.3352,467.352,-13.6998,51172.6
608,55,29,51185.2,51185.8,-31.6354,452.87,-16.713,51185.8
609,55,30,51202.3,51202.0,-14.923,435.375,0.0,51202.0
610,55,31,51221.1,,,,,51221.1015625
611,55,32,51243.3,,,,,51243.30078125
612,56,15,52265.6,,,,,52265.6015625
613,56,16,52233.1,,,,,52233.1015625
614,56,17,52209.7,,,,,52209.69921875
615,56,18,52179.5,,,,,52179.5
616,56,19,52162.9,52161.9,7.927,429.202,21.825,52161.9
617,56,20,52140.6,52139.6,-13.898,450.245,10.833,52139.6
618,56,21,52129.1,52128.2,-24.731,460.295,14.474,52128.2
619,56,22,52112.9,52113.2,-39.2053,473.987,6.91778,52113.2
620,56,23,52106.2,52105.8,-46.1231,480.123,9.15814,52105.8
621,56,24,52095.6,52096.1,-55.2812,488.499,1.6296,52096.1
622,56,25,52094.4,52094.0,-56.9108,489.346,3.69558,52094.0
623,56,26,52089.7,52089.8,-60.6064,492.259,-4.56662,52089.8
624,56,27,52093.3,52093.9,-56.0398,486.91,-2.13289,52093.9
625,56,28,52095.0,52095.5,-53.9069,483.995,-15.669,52095.5
626,56,29,52110.2,52110.7,-38.238,467.544,-12.659,52110.7
627,56,30,52122.4,52122.8,-25.579,454.102,-21.257,52122.8
628,56,31,52143.5,52143.6,-4.322,432.063,0.0,52143.6
629,56,32,52160.7,,,,,52160.69921875
630,57,15,53206.1,,,,,53206.1015625
631,57,16,53174.6,,,,,53174.6015625
632,57,17,53148.2,,,,,53148.19921875
633,57,18,53120.1,,,,,53120.1015625
634,57,19,53099.6,,,,,53099.6015625
635,57,20,53079.7,53078.1,-6.874,451.292,13.833,53078.1
636,57,21,53064.0,53063.7,-20.707,464.343,13.16,53063.7
637,57,22,53049.7,53050.1,-33.8676,476.721,10.3608,53050.1
638,57,23,53039.0,53039.2,-44.2284,486.299,8.29575,53039.2
639,57,24,53030.3,53030.4,-52.5241,493.813,4.96199,53030.4
640,57,25,53025.0,53024.9,-57.4861,497.993,2.69505,53024.9
641,57,26,53021.9,53021.7,-60.1812,499.905,-0.836232,53021.7
642,57,27,53021.6,53022.1,-59.3449,498.287,-3.26173,53022.1
643,57,28,53024.0,53024.8,-56.0832,494.243,-8.77497,53024.8
644,57,29,53032.6,53033.1,-47.3083,484.685,-14.762,53033.1
645,57,30,53047.0,53047.3,-32.546,469.141,-16.897,53047.3
646,57,31,53063.6,53063.7,-15.649,451.461,0.0,53063.7
647,57,32,53082.9,,,,,53082.8984375
648,57,33,53104.3,,,,,53104.30078125
649,58,16,54114.0,,,,,54114.0
650,58,17,54087.4,,,,,54087.3984375
651,58,18,54058.0,,,,,54058.0
652,58,19,54038.9,,,,,54038.8984375
653,58,20,54014.5,54014.5,-1.919,454.408,12.957,54014.5
654,58,21,54001.4,54001.1,-14.876,466.583,16.236,54001.1
655,58,22,53983.3,53984.3,-31.112,482.037,9.208,53984.3
656,58,23,53974.6,53974.6,-40.3195,490.462,11.5152,53974.6
657,58,24,53961.9,53962.6,-51.8347,501.195,3.99283,53962.6
658,58,25,53958.4,53958.1,-55.8276,504.405,6.32691,53958.1
659,58,26,53951.4,53951.2,-62.1545,509.95,-2.30791,53951.2
660,58,27,53953.0,53953.0,-59.8466,506.86,0.381595,53953.0
661,58,28,53951.5,53952.2,-60.2282,506.459,-8.56102,53952.2
662,58,29,53961.0,53960.2,-51.6671,497.115,-9.36898,53960.2
663,58,30,53968.9,53969.1,-42.2982,486.964,-18.806,53969.1
664,58,31,53987.0,53987.4,-23.492,467.376,-15.78,53987.4
665,58,32,54002.0,54002.6,-7.713,450.814,0.0,54002.6
666,58,33,54025.3,,,,,54025.30078125
667,59,16,55058.2,,,,,55058.19921875
668,59,17,55025.8,,,,,55025.80078125
669,59,18,54998.3,,,,,54998.30078125
670,59,19,54975.5,,,,,54975.5
671,59,20,54953.5,,,,,54953.5
672,59,21,54936.4,54937.1,-10.302,470.08,15.342,54937.1
673,59,22,54920.5,54921.3,-25.644,484.64,12.188,54921.3
674,59,23,54907.9,54908.6,-37.832,496.046,10.0595,54908.6
675,59,24,54897.2,54898.0,-47.8915,505.323,7.63383,54898.0
676,59,25,54889.8,54889.9,-55.5253,512.174,5.13884,54889.9
677,59,26,54884.7,54884.2,-60.6642,516.531,1.56496,54884.2
678,59,27,54882.4,54882.2,-62.2291,517.313,-1.073,54882.2
679,59,28,54882.6,54882.7,-61.1561,515.458,-4.79839,54882.7
680,59,29,54887.2,54887.0,-56.3577,509.877,-9.14278,54887.0
681,59,30,54896.1,54895.7,-47.215,499.952,-13.243,54895.7
682,59,31,54908.6,54908.4,-33.972,485.927,-17.661,54908.4
683,59,32,54925.3,54925.5,-16.31,467.483,0.0,54925.5
684,59,33,54944.2,,,,,54944.19921875
685,59,34,54965.9,,,,,54965.8984375
686,60,16,55998.7,,,,,55998.69921875
687,60,17,55966.7,,,,,55966.69921875
688,60,18,55936.0,,,,,55936.0
689,60,19,55914.9,,,,,55914.8984375
690,60,20,55889.9,,,,,55889.8984375
691,60,21,55874.1,55874.9,-4.052,471.902,18.276,55874.9
692,60,22,55854.5,55856.1,-22.328,489.395,10.914,55856.1
693,60,23,55844.4,55844.7,-33.242,499.527,13.2619,55844.7
694,60,24,55829.5,55830.9,-46.5039,512.007,6.46406,55830.9
695,60,25,55823.9,55823.9,-52.9679,517.688,8.44444,55823.9
696,60,26,55814.9,55815.0,-61.4124,525.35,0.237345,55815.0
697,60,27,55814.5,55814.2,-61.6497,524.805,2.82281,55814.2
698,60,28,55810.7,55810.9,-64.4725,526.846,-6.12798,55810.9
699,60,29,55817.2,55816.5,-58.3446,519.936,-4.17082,55816.5
700,60,30,55820.8,55820.2,-54.1737,514.982,-14.39,55820.2
701,60,31,55834.8,55834.1,-39.784,499.81,-12.175,55834.1
702,60,32,55846.0,55845.7,-27.609,486.853,-21.909,55845.7
703,60,33,55866.6,55867.1,-5.701,464.163,0.0,55867.1
704,60,34,55883.7,,,,,55883.69921875
705,61,17,56904.9,,,,,56904.8984375
706,61,18,56876.3,,,,,56876.30078125
707,61,19,56852.2,,,,,56852.19921875
708,61,20,56828.7,,,,,56828.69921875
709,61,21,56809.4,56811.4,0.931,474.99,17.279,56811.4
710,61,22,56791.9,56793.6,-16.348,491.487,14.159,56793.6
711,61,23,56778.2,56778.9,-30.5064,504.863,11.9487,56778.9
712,61,24,56766.2,56766.4,-42.4551,516.029,9.28703,56766.4
713,61,25,56756.2,56756.7,-51.7421,524.534,7.17837,56756.7
714,61,26,56748.7,56749.0,-58.9205,530.93,3.97713,56749.0
715,61,27,56744.7,56744.5,-62.8976,534.125,1.3237,56744.5
716,61,28,56742.7,56742.6,-64.2213,534.666,-2.23749,56742.6
717,61,29,56745.1,56744.4,-61.9838,531.646,-5.63514,56744.4
718,61,30,56750.3,56749.5,-56.3487,525.229,-9.21415,56749.5
719,61,31,56759.1,56758.2,-47.1345,515.232,-13.405,56758.2
720,61,32,56771.6,56771.1,-33.729,501.044,-16.143,56771.1
721,61,33,56787.1,56786.7,-17.587,484.12,0.0,56786.7
722,61,34,56805.9,,,,,56805.8984375
723,61,35,56827.3,,,,,56827.30078125
724,62,17,57846.6,,,,,57846.6015625
725,62,18,57813.8,,,,,57813.80078125
726,62,19,57791.9,,,,,57791.8984375
727,62,20,57765.5,,,,,57765.5
728,62,21,57748.6,,,,,57748.6015625
729,62,22,57726.7,57728.8,-12.566,495.776,12.911,57728.8
730,62,23,57714.7,57715.4,-25.476,507.904,15.419,57715.4
731,62,24,57699.2,57699.5,-40.895,522.54,7.586,57699.5
732,62,25,57691.5,57691.4,-48.481,529.344,10.397,57691.4
733,62,26,57680.0,57680.5,-58.878,538.959,2.54578,57680.5
734,62,27,57677.7,57677.4,-61.4238,540.722,5.32204,57677.4
735,62,28,57671.9,57671.6,-66.7459,545.262,-3.9589,57671.6
736,62,29,57675.9,57675.1,-62.787,540.521,-1.61945,57675.1
737,62,30,57677.0,57676.2,-61.1675,538.119,-9.18107,57676.2
738,62,31,57687.0,57684.9,-51.9864,528.155,-10.088,57684.9
739,62,32,57695.0,57694.4,-41.899,517.286,-17.316,57694.4
740,62,33,57711.8,57711.2,-24.582,499.186,0.0,57711.2
741,62,34,57725.6,,,,,57725.6015625
742,62,35,57749.0,,,,,57749.0
743,63,17,58787.1,,,,,58787.1015625
744,63,18,58755.5,,,,,58755.5
745,63,19,58730.0,,,,,58730.0
746,63,20,58705.9,,,,,58705.8984375
747,63,21,58685.1,,,,,58685.1015625
748,63,22,58665.4,58667.1,-5.822,497.103,16.171,58667.1
749,63,23,58649.1,58650.4,-21.993,512.492,13.73,58650.4
750,63,24,58635.9,58636.2,-35.7221,525.439,11.1649,58636.2
751,63,25,58624.2,58624.5,-46.8871,535.821,8.74857,58624.5
752,63,26,58614.9,58615.2,-55.6356,543.788,6.21538,58615.2
753,63,27,58608.6,58608.5,-61.851,549.221,3.66132,58608.5
754,63,28,58604.6,58604.3,-65.5123,552.1,0.066977,58604.3
755,63,29,58604.7,58603.8,-65.5793,551.384,-3.36619,58603.8
756,63,30,58607.6,58606.6,-62.2131,547.236,-5.66602,58606.6
757,63,31,58612.9,58611.8,-56.5471,540.787,-9.62588,58611.8
758,63,32,58622.0,58620.9,-46.9212,530.379,-13.294,58620.9
759,63,33,58634.6,58633.7,-33.627,516.303,0.0,58633.7
760,63,34,58649.9,,,,,58649.8984375
761,63,35,58667.9,,,,,58667.8984375
762,63,36,58689.6,,,,,58689.6015625
763,64,18,59694.8,,,,,59694.80078125
764,64,19,59672.1,,,,,59672.1015625
765,64,20,59642.9,,,,,59642.8984375
766,64,21,59623.9,,,,,59623.8984375
767,64,22,59600.3,,,,,59600.30078125
768,64,23,59587.0,59587.7,-16.171,514.741,17.289,59587.7
769,64,24,59568.4,59569.9,-33.459,531.247,9.53,59569.9
770,64,25,59559.9,59559.9,-42.989,539.995,11.9805,59559.9
771,64,26,59546.4,59547.4,-54.9695,551.193,4.82234,59547.4
772,64,27,59542.4,59542.1,-59.7919,555.233,7.30659,59542.1
773,64,28,59534.4,59534.3,-67.0985,561.757,-1.67439,59534.3
774,64,29,59536.4,59535.4,-65.4241,559.3,0.579696,59535.4
775,64,30,59535.3,59534.3,-66.0038,559.098,-7.17104,59534.3
776,64,31,59542.2,59541.0,-58.8328,551.144,-4.51726,59541.0
777,64,32,59546.3,59545.0,-54.3155,545.845,-14.663,59545.0
778,64,33,59560.5,59559.2,-39.652,530.399,-12.723,59559.2
779,64,34,59571.7,59571.4,-26.929,516.894,0.0,59571.4
780,64,35,59591.2,,,,,59591.19921875
781,64,36,59607.5,,,,,59607.5
782,65,18,60637.4,,,,,60637.3984375
783,65,19,60610.4,,,,,60610.3984375
784,65,20,60583.3,,,,,60583.30078125
785,65,21,60560.8,,,,,60560.80078125
786,65,22,60539.5,,,,,60539.5
787,65,23,60521.9,60523.7,-11.644,518.286,16.338,60523.7
788,65,24,60506.1,60506.9,-27.982,533.841,12.985,60506.9
789,65,25,60493.4,60493.4,-40.9673,546.044,10.2542,60493.4
790,65,26,60481.5,60482.6,-51.2215,555.516,7.96371,60482.6
791,65,27,60473.7,60474.2,-59.1852,562.697,5.94004,60474.2
792,65,28,60467.6,60467.7,-65.1252,567.855,2.13822,60467.7
793,65,29,60465.8,60465.1,-67.2635,569.211,-1.35166,60465.1
794,65,30,60466.5,60465.9,-65.9118,567.077,-3.25447,60465.9
795,65,31,60469.6,60468.7,-62.6573,563.04,-6.17911,60468.7
796,65,32,60475.2,60474.3,-56.4782,556.079,-9.54117,60474.3
797,65,33,60484.4,60483.4,-46.9371,545.755,-13.776,60483.4
798,65,34,60497.2,60496.6,-33.161,531.197,0.0,60496.6
799,65,35,60512.6,,,,,60512.6015625
800,65,36,60530.5,,,,,60530.5
801,66,18,61578.4,,,,,61578.3984375
802,66,19,61551.4,,,,,61551.3984375
803,66,20,61520.8,,,,,61520.80078125
804,66,21,61500.1,,,,,61500.1015625
805,66,22,61475.1,,,,,61475.1015625
806,66,23,61459.1,61461.3,-5.608,520.321,18.928,61461.3
807,66,24,61440.0,61441.8,-24.536,538.467,12.215,61441.8
808,66,25,61429.6,61429.1,-36.7504,549.899,13.3175,61429.1
809,66,26,61413.8,61415.3,-50.0678,562.434,6.34069,61415.3
810,66,27,61407.9,61408.4,-56.4085,567.992,9.59775,61408.4
811,66,28,61398.1,61398.3,-66.0063,576.808,0.251785,61398.3
812,66,29,61398.3,61397.6,-66.2581,576.277,2.64099,61397.6
813,66,30,61395.0,61394.4,-68.8991,578.136,-5.175,61394.4
814,66,31,61399.9,61399.1,-63.7241,572.178,-2.11703,61399.1
815,66,32,61401.5,61400.7,-61.607,569.279,-9.58196,61400.7
816,66,33,61411.8,61409.8,-52.0251,558.915,-10.657,61409.8
817,66,34,61420.1,61419.9,-41.368,547.475,0.0,61419.9
818,66,35,61437.2,,,,,61437.19921875
819,66,36,61450.9,,,,,61450.8984375
820,66,37,61473.5,,,,,61473.5
821,67,18,62520.5,,,,,62520.5
822,67,19,62490.3,,,,,62490.30078125
823,67,20,62461.4,,,,,62461.3984375
824,67,21,62437.3,,,,,62437.30078125
825,67,22,62414.3,,,,,62414.30078125
826,67,23,62395.3,,,,,62395.30078125
827,67,24,62377.4,62379.4,-18.481,540.483,14.829,62379.4
828,67,25,62362.9,62364.0,-33.31,554.53,12.758,62364.0
829,67,26,62350.3,62350.8,-46.0685,566.506,9.25325,62350.8
830,67,27,62340.1,62341.0,-55.3218,574.977,8.4209,62341.0
831,67,28,62331.7,62332.1,-63.7427,582.615,3.5761,62332.1
832,67,29,62328.4,62328.0,-67.3188,585.409,0.561288,62328.0
833,67,30,62327.1,62326.9,-67.8801,585.188,-1.00117,62326.9
834,67,31,62328.4,62327.4,-66.8789,583.404,-4.22089,62327.4
835,67,32,62331.7,62331.1,-62.658,578.401,-6.07078,62331.1
836,67,33,62337.3,62336.7,-56.5872,571.548,-10.0069,62336.7
837,67,34,62346.7,62346.2,-46.5803,560.759,-13.652,62346.2
838,67,35,62359.8,62359.4,-32.928,546.324,0.0,62359.4
839,67,36,62375.3,,,,,62375.30078125
840,67,37,62393.5,,,,,62393.5
841,68,19,63431.3,,,,,63431.30078125
842,68,20,63399.3,,,,,63399.30078125
843,68,21,63377.0,,,,,63377.0
844,68,22,63350.8,,,,,63350.80078125
845,68,23,63333.3,,,,,63333.30078125
846,68,24,63312.0,63314.5,-14.876,544.949,13.423,63314.5
847,68,25,63299.6,63300.6,-28.299,557.59,15.527,63300.6
848,68,26,63283.0,63284.5,-43.8253,572.334,8.09837,63284.5
849,68,27,63275.3,63275.9,-51.9237,579.65,11.5401,63275.9
850,68,28,63263.0,63263.9,-63.4638,590.408,2.10322,63263.9
851,68,29,63261.6,63261.3,-65.567,591.729,4.43981,63261.3
852,68,30,63256.4,63256.3,-70.0068,595.386,-2.9211,63256.3
853,68,31,63259.4,63258.7,-67.0857,591.683,-0.106957,63258.7
854,68,32,63258.8,63258.3,-66.9788,590.793,-8.08427,63258.3
855,68,33,63266.3,63265.9,-58.8945,581.927,-4.70508,63265.9
856,68,34,63270.7,63270.1,-54.1894,576.439,-15.748,63270.1
857,68,35,63285.3,63285.3,-38.441,559.908,0.0,63285.3
858,68,36,63296.9,,,,,63296.8984375
859,68,37,63317.0,,,,,63317.0
860,68,38,63332.8,,,,,63332.80078125
861,69,19,64370.4,,,,,64370.3984375
862,69,20,64340.2,,,,,64340.19921875
863,69,21,64314.7,,,,,64314.69921875
864,69,22,64290.3,,,,,64290.30078125
865,69,23,64269.4,,,,,64269.3984375
866,69,24,64249.8,,,,,64249.80078125
867,69,25,64234.0,64235.8,-24.536,561.898,14.522,64235.8
868,69,26,64219.6,64220.8,-39.058,575.638,11.112,64220.8
869,69,27,64207.9,64209.2,-50.1691,585.967,9.80956,64209.2
870,69,28,64198.4,64198.8,-59.9786,594.994,5.75756,64198.8
871,69,29,64192.6,64192.6,-65.7362,599.969,2.68139,64192.6
872,69,30,64189.4,64189.4,-68.4176,601.868,0.9102,64189.4
873,69,31,64188.5,64188.0,-69.3278,601.996,-2.22715,64188.0
874,69,32,64190.0,64189.7,-67.1007,598.986,-3.98849,64189.7
875,69,33,64193.3,64193.2,-63.1122,594.216,-6.67746,64193.2
876,69,34,64199.4,64199.3,-56.4347,586.756,-10.3232,64199.3
877,69,35,64208.9,64209.2,-46.1115,575.65,-13.677,64209.2
878,69,36,64222.2,64222.3,-32.435,561.191,0.0,64222.3
879,69,37,64238.3,,,,,64238.30078125
880,69,38,64256.2,,,,,64256.19921875
881,70,19,65312.3,,,,,65312.30078125
